Temperature (°C),Phase 1 x(1) input,Phase 1 x(2) input,Phase 1 x(3) input,Phase 2 x(1) input,Phase 2 x(2) input,Phase 2 x(3) input,Compound 1,Compound 2,Compound 3,Phase 1 x(1) output,Phase 1 x(2) output,Phase 1 x(3) output,Phase 2 x(1) output,Phase 2 x(2) output,Phase 2 x(3) output
30.0,0.999,0,0.0010033,0,1.0,0,h2o,dodecane,lacticacid,0.99899707,1.3239e-09,0.00100293,0.00028436,0.99971501,6.3263e-07
30.0,0.998,0,0.0020129,0,1.0,0,h2o,dodecane,lacticacid,0.9979878,1.3868e-09,0.0020122,0.00028417,0.99971457,1.2645e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,dodecane,lacticacid,0.99595002,1.5218e-09,0.00404998,0.00028378,0.99971369,2.5262e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,dodecane,lacticacid,0.98967823,2.0134e-09,0.01032177,0.00028261,0.99971109,6.2972e-06
30.0,0.9787,0,0.0213,0,1.0,0,h2o,dodecane,lacticacid,0.97866532,3.2229e-09,0.02133468,0.00028056,0.99970689,1.2555e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,dodecane,lacticacid,0.96688955,5.1854e-09,0.03311044,0.00027837,0.99970282,1.8816e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,dodecane,lacticacid,0.95426894,8.3867e-09,0.04573105,0.00027601,0.99969886,2.5127e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,dodecane,lacticacid,0.94070928,1.3639e-08,0.0592907,0.00027346,0.99969499,3.1544e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,dodecane,lacticacid,0.99899738,1.6343e-09,0.00100262,0.00046538,0.99953349,1.1303e-06
40.0,0.998,0,0.0020129,0,1.0,0,h2o,dodecane,lacticacid,0.99798842,1.7138e-09,0.00201157,0.0004651,0.99953264,2.2577e-06
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,dodecane,lacticacid,0.99595125,1.885e-09,0.00404874,0.00046454,0.99953096,4.504e-06
40.0,0.9897,0,0.0103,0,1.0,0,h2o,dodecane,lacticacid,0.98968123,2.5103e-09,0.01031877,0.00046343,0.99952535,1.1218e-05
40.0,0.9787,0,0.0213,0,1.0,0,h2o,dodecane,lacticacid,0.97867094,4.0598e-09,0.02132906,0.00046047,0.99951731,2.2221e-05
40.0,0.9669,0,0.0331,0,1.0,0,h2o,dodecane,lacticacid,0.96689744,6.5935e-09,0.03310256,0.00045727,0.99950963,3.3093e-05
40.0,0.9543,0,0.0457,0,1.0,0,h2o,dodecane,lacticacid,0.95427875,1.0756e-08,0.04572124,0.0004538,0.99950228,4.3923e-05
40.0,0.9407,0,0.0593,0,1.0,0,h2o,dodecane,lacticacid,0.94072071,1.7626e-08,0.05927928,0.00045001,0.99949518,5.481e-05
20.0,0.999,0,0.0010033,0,1.0,0,h2o,dodecanol,lacticacid,0.9992678,4.1187e-07,0.00073179,0.07902367,0.9206608,0.00031553
20.0,0.998,0,0.0020129,0,1.0,0,h2o,dodecanol,lacticacid,0.99853041,4.2351e-07,0.00146917,0.07904174,0.9203256,0.00063266
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,dodecanol,lacticacid,0.99703864,4.4794e-07,0.00296091,0.07907776,0.91965046,0.00127178
20.0,0.9897,0,0.0103,0,1.0,0,h2o,dodecanol,lacticacid,0.9924231,5.3134e-07,0.00757637,0.07918492,0.91758584,0.00322924
20.0,0.9787,0,0.0213,0,1.0,0,h2o,dodecanol,lacticacid,0.98423271,7.1243e-07,0.01576658,0.07935979,0.91400644,0.00663377
20.0,0.9669,0,0.0331,0,1.0,0,h2o,dodecanol,lacticacid,0.9753604,9.6591e-07,0.02463863,0.07953214,0.91023405,0.01023381
20.0,0.9543,0,0.0457,0,1.0,0,h2o,dodecanol,lacticacid,0.96572818,1.3248e-06,0.03427049,0.07969459,0.90625248,0.01405293
20.0,0.9407,0,0.0593,0,1.0,0,h2o,dodecanol,lacticacid,0.95524794,1.8386e-06,0.04475022,0.07984755,0.90203164,0.01812081
30.0,0.999,0,0.0010033,0,1.0,0,h2o,dodecanol,lacticacid,0.99931211,4.2443e-07,0.00068747,0.08110249,0.91854283,0.00035468
30.0,0.998,0,0.0020129,0,1.0,0,h2o,dodecanol,lacticacid,0.99861906,4.3609e-07,0.0013805,0.08113417,0.91815481,0.00071103
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,dodecanol,lacticacid,0.99721601,4.6055e-07,0.00278353,0.08119752,0.91737371,0.00142877
30.0,0.9897,0,0.0103,0,1.0,0,h2o,dodecanol,lacticacid,0.99286677,5.4403e-07,0.00713268,0.08138753,0.91498899,0.00362348
30.0,0.9787,0,0.0213,0,1.0,0,h2o,dodecanol,lacticacid,0.98511961,7.2512e-07,0.01487967,0.08170652,0.91086565,0.00742783
30.0,0.9669,0,0.0331,0,1.0,0,h2o,dodecanol,lacticacid,0.97668667,9.7874e-07,0.02331235,0.08202108,0.90654757,0.01143135
30.0,0.9543,0,0.0457,0,1.0,0,h2o,dodecanol,lacticacid,0.96748728,1.3383e-06,0.03251138,0.08233203,0.90201121,0.01565676
30.0,0.9407,0,0.0593,0,1.0,0,h2o,dodecanol,lacticacid,0.95743011,1.8545e-06,0.04256804,0.08263972,0.89722779,0.02013249
40.0,0.999,0,0.0010033,0,1.0,0,h2o,dodecanol,lacticacid,0.99935225,4.5174e-07,0.0006473,0.08378889,0.91582094,0.00039017
40.0,0.998,0,0.0020129,0,1.0,0,h2o,dodecanol,lacticacid,0.99869942,4.6378e-07,0.00130011,0.0838335,0.91538441,0.00078208
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,dodecanol,lacticacid,0.99737697,4.8901e-07,0.00262254,0.08392284,0.91450592,0.00157124
40.0,0.9897,0,0.0103,0,1.0,0,h2o,dodecanol,lacticacid,0.99327064,5.7502e-07,0.00672879,0.08419467,0.91182298,0.00398235
40.0,0.9787,0,0.0213,0,1.0,0,h2o,dodecanol,lacticacid,0.98593029,7.6135e-07,0.01406895,0.08464612,0.90720044,0.00815344
40.0,0.9669,0,0.0331,0,1.0,0,h2o,dodecanol,lacticacid,0.9779044,1.0221e-06,0.02209458,0.0850995,0.90236996,0.01253054
40.0,0.9543,0,0.0457,0,1.0,0,h2o,dodecanol,lacticacid,0.96910867,1.3918e-06,0.03088994,0.08555241,0.89731304,0.01713455
40.0,0.9407,0,0.0593,0,1.0,0,h2o,dodecanol,lacticacid,0.95944805,1.9234e-06,0.04055002,0.08600647,0.89200128,0.02199225
20.0,0.999,0,0.0010033,0,1.0,0,h2o,ethylacetate,lacticacid,0.97639585,0.0232432,0.00036095,0.16653319,0.83283893,0.00062788
20.0,0.998,0,0.0020129,0,1.0,0,h2o,ethylacetate,lacticacid,0.97594076,0.02333448,0.00072476,0.16717619,0.83156446,0.00125935
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,ethylacetate,lacticacid,0.9750189,0.02352006,0.00146103,0.16847586,0.82899093,0.0025332
20.0,0.9897,0,0.0103,0,1.0,0,h2o,ethylacetate,lacticacid,0.9721574,0.02410138,0.00374122,0.17249487,0.82106005,0.00644508
20.0,0.9787,0,0.0213,0,1.0,0,h2o,ethylacetate,lacticacid,0.96704235,0.02516209,0.00779556,0.1795853,0.80712903,0.01328566
20.0,0.9669,0,0.0331,0,1.0,0,h2o,ethylacetate,lacticacid,0.96144595,0.02635353,0.01220052,0.18722449,0.79220953,0.02056598
20.0,0.9543,0,0.0457,0,1.0,0,h2o,ethylacetate,lacticacid,0.95529691,0.02770065,0.01700245,0.19547036,0.7761947,0.02833493
20.0,0.9407,0,0.0593,0,1.0,0,h2o,ethylacetate,lacticacid,0.94850768,0.02923459,0.02225773,0.20440812,0.75894444,0.03664745
30.0,0.999,0,0.0010033,0,1.0,0,h2o,ethylacetate,lacticacid,0.98012763,0.0195499,0.00032247,0.17875506,0.82059218,0.00065276
30.0,0.998,0,0.0020129,0,1.0,0,h2o,ethylacetate,lacticacid,0.97972785,0.0196246,0.00064755,0.1794336,0.81925723,0.00130917
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,ethylacetate,lacticacid,0.97891703,0.01977723,0.00130574,0.18079117,0.81657579,0.00263303
30.0,0.9897,0,0.0103,0,1.0,0,h2o,ethylacetate,lacticacid,0.97639715,0.0202564,0.00334645,0.18498213,0.80832197,0.0066959
30.0,0.9787,0,0.0213,0,1.0,0,h2o,ethylacetate,lacticacid,0.97188473,0.02113181,0.00698346,0.19240248,0.79380596,0.01379156
30.0,0.9669,0,0.0331,0,1.0,0,h2o,ethylacetate,lacticacid,0.96693165,0.0221198,0.01094855,0.20039282,0.7782767,0.02133049
30.0,0.9543,0,0.0457,0,1.0,0,h2o,ethylacetate,lacticacid,0.96147202,0.02324102,0.01528695,0.20904266,0.76159567,0.02936167
30.0,0.9407,0,0.0593,0,1.0,0,h2o,ethylacetate,lacticacid,0.95542134,0.02452388,0.02005479,0.21844159,0.74361888,0.03793953
40.0,0.999,0,0.0010033,0,1.0,0,h2o,ethylacetate,lacticacid,0.9826602,0.01704811,0.00029169,0.19154092,0.80778906,0.00067002
40.0,0.998,0,0.0020129,0,1.0,0,h2o,ethylacetate,lacticacid,0.98230273,0.01711147,0.0005858,0.19223322,0.80642307,0.00134371
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,ethylacetate,lacticacid,0.9815782,0.01724035,0.00118144,0.19363287,0.80366487,0.00270226
40.0,0.9897,0,0.0103,0,1.0,0,h2o,ethylacetate,lacticacid,0.9793256,0.01764484,0.00302956,0.19796455,0.79516531,0.00687014
40.0,0.9787,0,0.0213,0,1.0,0,h2o,ethylacetate,lacticacid,0.97528472,0.018386,0.00632928,0.20562217,0.78023419,0.01414364
40.0,0.9669,0,0.0331,0,1.0,0,h2o,ethylacetate,lacticacid,0.97084135,0.01922351,0.00993515,0.21390012,0.76423542,0.02186446
40.0,0.9543,0,0.0457,0,1.0,0,h2o,ethylacetate,lacticacid,0.96593109,0.02017703,0.01389188,0.22287526,0.7470433,0.03008144
40.0,0.9407,0,0.0593,0,1.0,0,h2o,ethylacetate,lacticacid,0.96047439,0.02127144,0.01825417,0.23265731,0.72849325,0.03884945
20.0,0.999,0,0.0010033,0,1.0,0,h2o,hexane,lacticacid,0.99899104,5.8548e-06,0.0010031,0.00014325,0.99985643,3.1599e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,hexane,lacticacid,0.99798145,6.0092e-06,0.00201254,0.00014316,0.9998562,6.3214e-07
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,hexane,lacticacid,0.99594303,6.3311e-06,0.00405064,0.00014298,0.99985575,1.265e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,hexane,lacticacid,0.98966925,7.41e-06,0.01032334,0.00014242,0.99985441,3.1697e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,hexane,lacticacid,0.97865278,9.6589e-06,0.02133756,0.00014143,0.9998522,6.3735e-06
20.0,0.9669,0,0.0331,0,1.0,0,h2o,hexane,lacticacid,0.96687303,1.2636e-05,0.03311434,0.00014037,0.99985,9.632e-06
20.0,0.9543,0,0.0457,0,1.0,0,h2o,hexane,lacticacid,0.95424777,1.6591e-05,0.04573564,0.00013921,0.99984782,1.2969e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,hexane,lacticacid,0.94068252,2.1868e-05,0.05929561,0.00013796,0.99984563,1.6414e-05
30.0,0.999,0,0.0010033,0,1.0,0,h2o,hexane,lacticacid,0.99899092,6.1585e-06,0.00100292,0.00024395,0.99975545,6.0134e-07
30.0,0.998,0,0.0020129,0,1.0,0,h2o,hexane,lacticacid,0.9979815,6.327e-06,0.00201217,0.00024382,0.99975498,1.2021e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,hexane,lacticacid,0.99594341,6.6786e-06,0.00404992,0.00024355,0.99975404,2.4018e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,hexane,lacticacid,0.98967056,7.8603e-06,0.01032158,0.00024273,0.99975128,5.99e-06
30.0,0.9787,0,0.0213,0,1.0,0,h2o,hexane,lacticacid,0.97865545,1.0338e-05,0.02133421,0.00024126,0.99974679,1.1953e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,hexane,lacticacid,0.9668768,1.3638e-05,0.03310957,0.00023965,0.99974242,1.793e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,hexane,lacticacid,0.95425236,1.8051e-05,0.04572959,0.0002379,0.99973814,2.3967e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,hexane,lacticacid,0.94068763,2.3971e-05,0.0592884,0.00023596,0.99973392,3.0118e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,hexane,lacticacid,0.99899078,6.6327e-06,0.00100259,0.00039925,0.99959966,1.0839e-06
40.0,0.998,0,0.0020129,0,1.0,0,h2o,hexane,lacticacid,0.99798166,6.82e-06,0.00201152,0.00039909,0.99959874,2.1654e-06
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,hexane,lacticacid,0.99594416,7.2113e-06,0.00404863,0.00039876,0.99959692,4.3213e-06
40.0,0.9897,0,0.0103,0,1.0,0,h2o,hexane,lacticacid,0.989673,8.5298e-06,0.01031847,0.00039773,0.99959153,1.0738e-05
40.0,0.9787,0,0.0213,0,1.0,0,h2o,hexane,lacticacid,0.97866035,1.1307e-05,0.02132834,0.00039583,0.99958287,2.13e-05
40.0,0.9669,0,0.0331,0,1.0,0,h2o,hexane,lacticacid,0.96688373,1.5029e-05,0.03310124,0.00039368,0.99957455,3.1767e-05
40.0,0.9543,0,0.0457,0,1.0,0,h2o,hexane,lacticacid,0.95426088,2.0031e-05,0.04571909,0.00039127,0.9995665,4.2223e-05
40.0,0.9407,0,0.0593,0,1.0,0,h2o,hexane,lacticacid,0.94069725,2.6773e-05,0.05927597,0.00038856,0.99955868,5.2763e-05
20.0,0.999,0,0.0010033,0,1.0,0,h2o,menthol,lacticacid,0.99926864,0.00018197,0.00054939,0.23847907,0.76098511,0.00053582
20.0,0.998,0,0.0020129,0,1.0,0,h2o,menthol,lacticacid,0.99871279,0.00018431,0.00110291,0.23868893,0.76023563,0.00107544
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,menthol,lacticacid,0.99758835,0.0001891,0.00222254,0.23911159,0.75872218,0.00216623
20.0,0.9897,0,0.0103,0,1.0,0,h2o,menthol,lacticacid,0.99410988,0.00020456,0.00568556,0.24040336,0.75406266,0.00553397
20.0,0.9787,0,0.0213,0,1.0,0,h2o,menthol,lacticacid,0.98793731,0.00023437,0.01182832,0.24264342,0.74587017,0.01148642
20.0,0.9669,0,0.0331,0,1.0,0,h2o,menthol,lacticacid,0.98124594,0.00027036,0.0184837,0.24498584,0.73710829,0.01790587
20.0,0.9543,0,0.0457,0,1.0,0,h2o,menthol,lacticacid,0.97397068,0.00031413,0.02571519,0.247447,0.7277035,0.0248495
20.0,0.9407,0,0.0593,0,1.0,0,h2o,menthol,lacticacid,0.96603446,0.00036786,0.03359768,0.25002508,0.71759179,0.03238313
30.0,0.999,0,0.0010033,0,1.0,0,h2o,menthol,lacticacid,0.99934017,0.00016243,0.0004974,0.23249795,0.76693995,0.0005621
30.0,0.998,0,0.0020129,0,1.0,0,h2o,menthol,lacticacid,0.99883685,0.00016441,0.00099873,0.2327283,0.76614363,0.00112808
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,menthol,lacticacid,0.99781811,0.00016848,0.0020134,0.23319195,0.76453624,0.00227182
30.0,0.9897,0,0.0103,0,1.0,0,h2o,menthol,lacticacid,0.99466164,0.00018159,0.00515677,0.2346128,0.75958685,0.00580036
30.0,0.9787,0,0.0213,0,1.0,0,h2o,menthol,lacticacid,0.98904119,0.00020688,0.01075193,0.23705447,0.7509194,0.01202613
30.0,0.9669,0,0.0331,0,1.0,0,h2o,menthol,lacticacid,0.98292068,0.00023742,0.0168419,0.23960741,0.74166787,0.01872472
30.0,0.9543,0,0.0457,0,1.0,0,h2o,menthol,lacticacid,0.97623191,0.00027466,0.02349343,0.24226543,0.73178458,0.02594999
30.0,0.9407,0,0.0593,0,1.0,0,h2o,menthol,lacticacid,0.96889563,0.00032049,0.03078388,0.24504249,0.72119203,0.03376547
40.0,0.999,0,0.0010033,0,1.0,0,h2o,menthol,lacticacid,0.9993952,0.0001499,0.0004549,0.2284891,0.77092698,0.00058391
40.0,0.998,0,0.0020129,0,1.0,0,h2o,menthol,lacticacid,0.99893482,0.00015165,0.00091353,0.22873805,0.77009016,0.00117179
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,menthol,lacticacid,0.9980026,0.00015523,0.00184217,0.22923905,0.76840135,0.0023596
40.0,0.9897,0,0.0103,0,1.0,0,h2o,menthol,lacticacid,0.99511071,0.00016675,0.00472254,0.23077259,0.76320498,0.00602243
40.0,0.9787,0,0.0213,0,1.0,0,h2o,menthol,lacticacid,0.98994787,0.00018897,0.00986316,0.23340597,0.75411525,0.01247878
40.0,0.9669,0,0.0331,0,1.0,0,h2o,menthol,lacticacid,0.98430522,0.00021581,0.01547897,0.23615358,0.74443084,0.01941558
40.0,0.9543,0,0.0457,0,1.0,0,h2o,menthol,lacticacid,0.97811333,0.00024856,0.02163811,0.23900907,0.73410555,0.02688537
40.0,0.9407,0,0.0593,0,1.0,0,h2o,menthol,lacticacid,0.9712907,0.00028894,0.02842036,0.24198487,0.72306564,0.03494949
20.0,0.999,0,0.0010033,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98837973,0.01096407,0.0006562,0.01326245,0.98638962,0.00034792
20.0,0.998,0,0.0020129,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98758756,0.01109521,0.00131723,0.01332744,0.98597502,0.00069754
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98598114,0.01136487,0.00265399,0.0134594,0.98513868,0.00140192
20.0,0.9897,0,0.0103,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98097658,0.01223783,0.00678559,0.01387168,0.98257106,0.00355726
20.0,0.9787,0,0.0213,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.97194636,0.0139491,0.01410454,0.01461633,0.97808835,0.00729532
20.0,0.9669,0,0.0331,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.96191245,0.01606478,0.02202277,0.01543862,0.97333779,0.01122359
20.0,0.9543,0,0.0457,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.9506186,0.01875613,0.03062527,0.01634307,0.96831681,0.01534012
20.0,0.9407,0,0.0593,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.93771143,0.02227362,0.04001495,0.01733436,0.96303395,0.0196317
30.0,0.999,0,0.0010033,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.9919715,0.00740912,0.00061939,0.01475734,0.98485676,0.0003859
30.0,0.998,0,0.0020129,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.99126216,0.00749441,0.00124343,0.01483578,0.9843905,0.00077372
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98982479,0.00766955,0.00250566,0.01499516,0.98344964,0.00155521
30.0,0.9897,0,0.0103,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98535679,0.00823399,0.00640922,0.0154939,0.98055834,0.00394776
30.0,0.9787,0,0.0213,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.9773445,0.00932491,0.0133306,0.0164035,0.97549095,0.00810555
30.0,0.9669,0,0.0331,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.96852237,0.01065065,0.02082698,0.01741577,0.97009321,0.01249103
30.0,0.9543,0,0.0457,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.95873842,0.01228708,0.0289745,0.01854529,0.96433519,0.01711952
30.0,0.9407,0,0.0593,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.94779005,0.01434573,0.03786422,0.01981106,0.95818526,0.02200368
40.0,0.999,0,0.0010033,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.99393736,0.00547338,0.00058926,0.01637911,0.98320447,0.00041642
40.0,0.998,0,0.0020129,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.99328134,0.00553563,0.00118303,0.01647078,0.98269432,0.00083491
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.99195231,0.00566339,0.0023843,0.01665709,0.9816647,0.00167821
40.0,0.9897,0,0.0103,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98782503,0.00607395,0.00610103,0.01724523,0.97849405,0.00426073
40.0,0.9787,0,0.0213,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.98043673,0.00686446,0.01269881,0.01831262,0.972937,0.00875037
40.0,0.9669,0,0.0331,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.97232616,0.0078192,0.01985463,0.01950633,0.9670027,0.01349097
40.0,0.9543,0,0.0457,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.9633715,0.00898715,0.02764135,0.02084823,0.96064666,0.01850511
40.0,0.9407,0,0.0593,0,1.0,0,h2o,methyl-t-butylether,lacticacid,0.95342003,0.01043725,0.03614272,0.02237103,0.95381021,0.02381876
20.0,0.999,0,0.0010033,0,1.0,0,h2o,n-decane,lacticacid,0.99899687,2.0547e-08,0.00100311,0.00015973,0.99983994,3.2737e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,n-decane,lacticacid,0.99798742,2.1354e-08,0.00201256,0.00015962,0.99983973,6.5489e-07
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,n-decane,lacticacid,0.99594929,2.3069e-08,0.00405069,0.00015939,0.9998393,1.3105e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,n-decane,lacticacid,0.9896765,2.9118e-08,0.01032348,0.00015869,0.99983803,3.2828e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,n-decane,lacticacid,0.97866207,4.3098e-08,0.02133789,0.00015747,0.99983594,6.5977e-06
20.0,0.9669,0,0.0331,0,1.0,0,h2o,n-decane,lacticacid,0.96688498,6.4116e-08,0.03311495,0.00015616,0.99983387,9.9657e-06
20.0,0.9543,0,0.0457,0,1.0,0,h2o,n-decane,lacticacid,0.95426322,9.5889e-08,0.04573669,0.00015476,0.99983183,1.3411e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,n-decane,lacticacid,0.94070257,1.4419e-07,0.05929729,0.00015324,0.9998298,1.6962e-05
30.0,0.999,0,0.0010033,0,1.0,0,h2o,n-decane,lacticacid,0.99899704,2.3433e-08,0.00100293,0.00027234,0.99972704,6.2075e-07
30.0,0.998,0,0.0020129,0,1.0,0,h2o,n-decane,lacticacid,0.99798778,2.4383e-08,0.0020122,0.00027217,0.99972659,1.2408e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,n-decane,lacticacid,0.99594999,2.6402e-08,0.00404998,0.00027182,0.99972571,2.4789e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,n-decane,lacticacid,0.9896782,3.3556e-08,0.01032176,0.00027074,0.99972308,6.1801e-06
30.0,0.9787,0,0.0213,0,1.0,0,h2o,n-decane,lacticacid,0.97866529,5.0211e-08,0.02133466,0.00026885,0.99971883,1.2324e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,n-decane,lacticacid,0.96688954,7.5465e-08,0.03311039,0.00026682,0.99971471,1.8475e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,n-decane,lacticacid,0.95426893,1.1394e-07,0.04573096,0.00026463,0.99971069,2.4678e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,n-decane,lacticacid,0.94070927,1.7285e-07,0.05929055,0.00026225,0.99970676,3.0987e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,n-decane,lacticacid,0.99899735,2.7516e-08,0.00100262,0.00044531,0.99955358,1.1094e-06
40.0,0.998,0,0.0020129,0,1.0,0,h2o,n-decane,lacticacid,0.9979884,2.8662e-08,0.00201157,0.00044506,0.99955272,2.2161e-06
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,n-decane,lacticacid,0.99595124,3.1101e-08,0.00404873,0.00044517,0.99955039,4.437e-06
40.0,0.9897,0,0.0103,0,1.0,0,h2o,n-decane,lacticacid,0.9896812,3.9771e-08,0.01031876,0.00044367,0.99954531,1.1019e-05
40.0,0.9787,0,0.0213,0,1.0,0,h2o,n-decane,lacticacid,0.97867092,6.0087e-08,0.02132902,0.00044099,0.99953717,2.1834e-05
40.0,0.9669,0,0.0331,0,1.0,0,h2o,n-decane,lacticacid,0.96689745,9.1115e-08,0.03310246,0.00043808,0.99952939,3.2529e-05
40.0,0.9543,0,0.0457,0,1.0,0,h2o,n-decane,lacticacid,0.95427879,1.3869e-07,0.04572107,0.0004349,0.99952192,4.3189e-05
40.0,0.9407,0,0.0593,0,1.0,0,h2o,n-decane,lacticacid,0.94072078,2.1196e-07,0.05927901,0.0004314,0.99951469,5.3912e-05
20.0,0.999,0,0.0010033,0,1.0,0,h2o,n-heptane,lacticacid,0.9989955,1.3862e-06,0.00100311,0.0001473,0.99985238,3.1715e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,n-heptane,lacticacid,0.99798602,1.4272e-06,0.00201255,0.0001472,0.99985216,6.3446e-07
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,n-heptane,lacticacid,0.99594781,1.5132e-06,0.00405067,0.00014701,0.99985172,1.2697e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,n-heptane,lacticacid,0.98967476,1.8053e-06,0.01032343,0.00014641,0.99985041,3.1811e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,n-heptane,lacticacid,0.9786598,2.43e-06,0.02133777,0.00014535,0.99984825,6.3954e-06
20.0,0.9669,0,0.0331,0,1.0,0,h2o,n-heptane,lacticacid,0.96688197,3.284e-06,0.03311474,0.00014422,0.99984612,9.6636e-06
20.0,0.9543,0,0.0457,0,1.0,0,h2o,n-heptane,lacticacid,0.95425921,4.4562e-06,0.04573633,0.000143,0.99984399,1.301e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,n-heptane,lacticacid,0.94069721,6.0723e-06,0.05929672,0.00014167,0.99984187,1.6462e-05
30.0,0.999,0,0.0010033,0,1.0,0,h2o,n-heptane,lacticacid,0.99899559,1.4822e-06,0.00100293,0.000251,0.9997484,6.0299e-07
30.0,0.998,0,0.0020129,0,1.0,0,h2o,n-heptane,lacticacid,0.99798628,1.5277e-06,0.00201219,0.00025085,0.99974794,1.2053e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,n-heptane,lacticacid,0.99594842,1.6231e-06,0.00404996,0.00025056,0.99974703,2.4082e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,n-heptane,lacticacid,0.98967635,1.9479e-06,0.0103217,0.00024966,0.99974433,6.0055e-06
30.0,0.9787,0,0.0213,0,1.0,0,h2o,n-heptane,lacticacid,0.97866286,2.6473e-06,0.02133449,0.00024807,0.99973995,1.1981e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,n-heptane,lacticacid,0.96688631,3.6101e-06,0.03311008,0.00024634,0.99973569,1.7969e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,n-heptane,lacticacid,0.95426461,4.9406e-06,0.04573045,0.00024446,0.99973152,2.4014e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,n-heptane,lacticacid,0.94070346,6.7865e-06,0.05928975,0.0002424,0.99972743,3.017e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,n-heptane,lacticacid,0.99899577,1.6256e-06,0.00100261,0.0004109,0.99958801,1.0853e-06
